county,municipality,dem_registered,rep_registered,green_registered,lib_registered,unenrolled_registered,total_registered,dem_2018_ballots,rep_2018_ballots,dem_registered_2017,rep_registered_2017,dem_turnout_2018_pct,rep_turnout_2018_pct,dem_eligible_2026,rep_eligible_2026
WAL,TROY,120.0,264.0,38.0,7.0,193.0,622,62,88,161.0,237.0,38.51,37.13,313.0,457.0
WAL,UNITY,291.0,392.0,34.0,6.0,311.0,1034,126,143,427.0,433.0,29.51,33.03,602.0,703.0
WAL,WALDO,152.0,208.0,30.0,0.0,161.0,551,67,74,153.0,185.0,43.79,40.0,313.0,369.0
WAL,WINTERPORT,653.0,976.0,135.0,24.0,749.0,2537,294,344,795.0,984.0,36.98,34.96,1402.0,1725.0
WAS,ADDISON,196.0,375.0,17.0,4.0,218.0,810,84,136,219.0,338.0,38.36,40.24,414.0,593.0
WAS,ALEXANDER,71.0,187.0,14.0,0.0,112.0,384,22,52,100.0,135.0,22.0,38.52,183.0,299.0
WAS,BAILEYVILLE,146.0,335.0,36.0,8.0,237.0,762,76,65,292.0,263.0,26.03,24.71,383.0,572.0
WAS,BARING PLT,45.0,61.0,3.0,0.0,32.0,141,14,16,53.0,48.0,26.42,33.33,77.0,93.0
WAS,BEALS,80.0,138.0,8.0,3.0,83.0,312,29,33,134.0,94.0,21.64,35.11,163.0,221.0
WAS,BEDDINGTON,17.0,32.0,0.0,2.0,30.0,81,4,6,7.0,18.0,57.14,33.33,47.0,62.0
WAS,BIG LAKE TWP,7.0,40.0,3.0,1.0,29.0,80,0,0,17.0,29.0,0.0,0.0,36.0,69.0
WAS,BROOKTON TWP,20.0,51.0,1.0,0.0,24.0,96,0,0,35.0,69.0,0.0,0.0,44.0,75.0
WAS,CALAIS,384.0,613.0,36.0,15.0,670.0,1718,146,185,493.0,694.0,29.61,26.66,1054.0,1283.0
WAS,CHARLOTTE,53.0,116.0,6.0,1.0,75.0,251,20,49,50.0,97.0,40.0,50.52,128.0,191.0
WAS,CHERRYFIELD,161.0,326.0,20.0,2.0,237.0,746,67,104,219.0,332.0,30.59,31.33,398.0,563.0
WAS,CODYVILLE TWP,1.0,3.0,0.0,0.0,5.0,9,0,0,,,,,6.0,8.0
WAS,COLUMBIA,38.0,143.0,10.0,0.0,78.0,269,15,37,54.0,119.0,27.78,31.09,116.0,221.0
WAS,COLUMBIA FALLS,75.0,193.0,13.0,3.0,106.0,390,25,52,108.0,167.0,23.15,31.14,181.0,299.0
WAS,COOPER,24.0,63.0,2.0,2.0,30.0,121,17,20,41.0,59.0,41.46,33.9,54.0,93.0
WAS,CRAWFORD,11.0,43.0,2.0,0.0,26.0,82,2,18,13.0,47.0,15.38,38.3,37.0,69.0
WAS,CUTLER,72.0,186.0,10.0,3.0,110.0,381,22,62,67.0,160.0,32.84,38.75,182.0,296.0
WAS,DANFORTH,54.0,161.0,8.0,2.0,122.0,347,27,71,106.0,152.0,25.47,46.71,176.0,283.0
WAS,DEBLOIS,7.0,31.0,2.0,0.0,11.0,51,6,8,13.0,21.0,46.15,38.1,18.0,42.0
WAS,DENNYSVILLE,44.0,82.0,10.0,0.0,62.0,198,38,40,68.0,73.0,55.88,54.79,106.0,144.0
WAS,EAST MACHIAS,190.0,444.0,42.0,5.0,282.0,963,87,123,240.0,369.0,36.25,33.33,472.0,726.0
WAS,EASTPORT,381.0,251.0,26.0,1.0,282.0,941,153,106,438.0,305.0,34.93,34.75,663.0,533.0
WAS,EDMUNDS TWP,42.0,61.0,11.0,1.0,47.0,162,0,0,50.0,71.0,0.0,0.0,89.0,108.0
WAS,GRAND LAKE STREAM PLT,25.0,65.0,5.0,0.0,36.0,131,5,23,27.0,50.0,18.52,46.0,61.0,101.0
WAS,HARRINGTON,132.0,301.0,21.0,1.0,162.0,617,42,85,180.0,238.0,23.33,35.71,294.0,463.0
WAS,INDIAN TOWNSHIP,176.0,49.0,13.0,3.0,79.0,320,30,5,293.0,45.0,10.24,11.11,255.0,128.0
WAS,JONESBORO,79.0,173.0,17.0,5.0,120.0,394,48,46,126.0,154.0,38.1,29.87,199.0,293.0
WAS,JONESPORT,198.0,398.0,31.0,2.0,212.0,841,62,85,331.0,284.0,18.73,29.93,410.0,610.0
WAS,LUBEC,346.0,270.0,27.0,3.0,357.0,1003,156,87,394.0,257.0,39.59,33.85,703.0,627.0
WAS,MACHIAS,262.0,385.0,35.0,8.0,381.0,1071,143,181,439.0,442.0,32.57,40.95,643.0,766.0
WAS,MACHIASPORT,139.0,236.0,18.0,4.0,252.0,649,65,71,229.0,240.0,28.38,29.58,391.0,488.0
WAS,MARSHFIELD,60.0,190.0,7.0,2.0,101.0,360,28,62,81.0,178.0,34.57,34.83,161.0,291.0
WAS,MEDDYBEMPS,23.0,47.0,6.0,0.0,29.0,105,8,21,27.0,43.0,29.63,48.84,52.0,76.0
WAS,MILBRIDGE,211.0,352.0,46.0,1.0,249.0,859,74,93,278.0,303.0,26.62,30.69,460.0,601.0
WAS,NORTHFIELD,26.0,58.0,7.0,1.0,49.0,141,18,23,34.0,38.0,52.94,60.53,75.0,107.0
WAS,PEMBROKE,139.0,216.0,23.0,2.0,166.0,546,76,68,164.0,190.0,46.34,35.79,305.0,382.0
WAS,PERRY,127.0,230.0,17.0,1.0,181.0,556,44,74,155.0,201.0,28.39,36.82,308.0,411.0
WAS,PLEASANT POINT VOTING DISTRICT,136.0,27.0,11.0,1.0,102.0,277,20,2,228.0,32.0,8.77,6.25,238.0,129.0
WAS,PRINCETON,84.0,201.0,9.0,2.0,162.0,458,37,88,143.0,177.0,25.87,49.72,246.0,363.0
WAS,ROBBINSTON,88.0,185.0,9.0,2.0,120.0,404,30,41,106.0,161.0,28.3,25.47,208.0,305.0
WAS,ROQUE BLUFFS,60.0,75.0,3.0,2.0,87.0,227,33,14,73.0,47.0,45.21,29.79,147.0,162.0
WAS,STEUBEN,194.0,340.0,24.0,5.0,284.0,847,69,87,199.0,256.0,34.67,33.98,478.0,624.0
WAS,TALMADGE,3.0,25.0,2.0,0.0,10.0,40,2,4,8.0,17.0,25.0,23.53,13.0,35.0
WAS,TOPSFIELD,9.0,69.0,2.0,0.0,40.0,120,4,21,25.0,53.0,16.0,39.62,49.0,109.0
WAS,VANCEBORO,25.0,37.0,2.0,0.0,31.0,95,14,14,46.0,32.0,30.43,43.75,56.0,68.0
WAS,WAITE,11.0,29.0,2.0,0.0,10.0,52,3,8,20.0,33.0,15.0,24.24,21.0,39.0
WAS,WESLEY,23.0,47.0,7.0,1.0,39.0,117,5,12,28.0,28.0,17.86,42.86,62.0,86.0
WAS,WHITING,120.0,168.0,10.0,2.0,109.0,409,67,60,141.0,133.0,47.52,45.11,229.0,277.0
WAS,WHITNEYVILLE,28.0,45.0,4.0,2.0,44.0,123,13,17,52.0,42.0,25.0,40.48,72.0,89.0
YOR,ACTON,476.0,746.0,87.0,10.0,624.0,1943,208,261,517.0,646.0,40.23,40.4,1100.0,1370.0
YOR,ALFRED,596.0,734.0,58.0,10.0,802.0,2200,298,287,650.0,640.0,45.85,44.84,1398.0,1536.0
YOR,ARUNDEL,988.0,948.0,77.0,12.0,1082.0,3107,350,323,923.0,868.0,37.92,37.21,2070.0,2030.0
YOR,BERWICK,1436.0,1532.0,115.0,26.0,2112.0,5221,384,371,1255.0,1453.0,30.6,25.53,3548.0,3644.0
YOR,BIDDEFORD,5810.0,2458.0,410.0,117.0,3699.0,12494,2044,648,6635.0,2299.0,30.81,28.19,9509.0,6157.0
YOR,BUXTON,1579.0,2025.0,185.0,28.0,1765.0,5582,583,832,1703.0,1899.0,34.23,43.81,3344.0,3790.0
YOR,CORNISH,282.0,370.0,52.0,5.0,321.0,1030,127,134,307.0,312.0,41.37,42.95,603.0,691.0
YOR,DAYTON,377.0,564.0,41.0,8.0,570.0,1560,127,215,385.0,462.0,32.99,46.54,947.0,1134.0
YOR,ELIOT,1912.0,1287.0,100.0,20.0,1727.0,5046,809,564,1741.0,1620.0,46.47,34.81,3639.0,3014.0
YOR,HOLLIS,824.0,1229.0,136.0,13.0,1074.0,3276,364,502,896.0,1015.0,40.62,49.46,1898.0,2303.0
YOR,KENNEBUNK,3489.0,1999.0,147.0,26.0,3474.0,9135,1528,1067,2721.0,2494.0,56.16,42.78,6963.0,5473.0
YOR,KENNEBUNKPORT,1238.0,834.0,64.0,11.0,896.0,3043,525,417,859.0,907.0,61.12,45.98,2134.0,1730.0
YOR,KITTERY,3339.0,1374.0,154.0,29.0,2300.0,7196,1232,428,2908.0,1728.0,42.37,24.77,5639.0,3674.0
YOR,LEBANON,764.0,1479.0,182.0,14.0,1649.0,4088,275,404,950.0,1218.0,28.95,33.17,2413.0,3128.0
YOR,LIMERICK,509.0,732.0,78.0,14.0,929.0,2262,212,266,534.0,581.0,39.7,45.78,1438.0,1661.0
YOR,LIMINGTON,591.0,1005.0,151.0,15.0,829.0,2591,203,332,564.0,760.0,35.99,43.68,1420.0,1834.0
YOR,LYMAN,853.0,1213.0,111.0,21.0,1109.0,3307,301,384,939.0,973.0,32.06,39.47,1962.0,2322.0
YOR,NEWFIELD,226.0,437.0,59.0,7.0,394.0,1123,95,138,256.0,351.0,37.11,39.32,620.0,831.0
YOR,NORTH BERWICK,985.0,1144.0,113.0,15.0,1295.0,3552,416,350,906.0,1117.0,45.92,31.33,2280.0,2439.0
YOR,OGUNQUIT,574.0,234.0,38.0,1.0,363.0,1210,238,132,448.0,279.0,53.12,47.31,937.0,597.0
YOR,OLD ORCHARD BEACH,2625.0,1602.0,142.0,44.0,2263.0,6676,1019,573,2854.0,1692.0,35.7,33.87,4888.0,3865.0
YOR,PARSONSFIELD,321.0,446.0,39.0,7.0,469.0,1282,134,150,319.0,361.0,42.01,41.55,790.0,915.0
YOR,SACO,5701.0,3142.0,411.0,72.0,4311.0,13637,1999,1085,5594.0,3354.0,35.73,32.35,10012.0,7453.0
YOR,SANFORD,3645.0,3600.0,399.0,98.0,4546.0,12288,1532,1079,4430.0,3230.0,34.58,33.41,8191.0,8146.0
YOR,SHAPLEIGH,476.0,787.0,101.0,14.0,688.0,2066,189,232,503.0,577.0,37.57,40.21,1164.0,1475.0
YOR,SOUTH BERWICK,2081.0,1231.0,141.0,16.0,1710.0,5179,787,321,1820.0,1399.0,43.24,22.94,3791.0,2941.0
YOR,WATERBORO,1258.0,1913.0,212.0,18.0,1641.0,5042,395,573,1326.0,1580.0,29.79,36.27,2899.0,3554.0
YOR,WELLS,2929.0,2466.0,154.0,20.0,3570.0,9139,933,851,2133.0,2257.0,43.74,37.7,6499.0,6036.0
YOR,YORK,4107.0,2410.0,210.0,27.0,3657.0,10411,1357,791,3610.0,3053.0,37.59,25.91,7764.0,6067.0
