town,candidate,first_choice_votes,town_total_ballots,first_choice_pct,candidate_short
Van Buren,"Sweet, Elizabeth A.",24,175,13.71,Sweet
Vanceboro,"Cote, Adam Roland",2,14,14.29,Cote
Vanceboro,"Eves, Mark W.",2,14,14.29,Eves
Vanceboro,"Mills, Janet T.",7,14,50.0,Mills
Vanceboro,"Sweet, Elizabeth A.",3,14,21.43,Sweet
Vassalboro,"Cote, Adam Roland",97,326,29.75,Cote
Vassalboro,"Dion, Donna J.",2,326,0.61,Dion_Donna
Vassalboro,"Dion, Mark N.",13,326,3.99,Dion_Mark
Vassalboro,"Eves, Mark W.",30,326,9.2,Eves
Vassalboro,"Mills, Janet T.",131,326,40.18,Mills
Vassalboro,"Russell, Diane Marie",4,326,1.23,Russell
Vassalboro,"Sweet, Elizabeth A.",49,326,15.03,Sweet
Veazie,"Cote, Adam Roland",56,196,28.57,Cote
Veazie,"Dion, Mark N.",4,196,2.04,Dion_Mark
Veazie,"Eves, Mark W.",29,196,14.8,Eves
Veazie,"Mills, Janet T.",58,196,29.59,Mills
Veazie,"Russell, Diane Marie",4,196,2.04,Russell
Veazie,"Sweet, Elizabeth A.",45,196,22.96,Sweet
Verona Island,"Cote, Adam Roland",8,37,21.62,Cote
Verona Island,"Dion, Mark N.",2,37,5.41,Dion_Mark
Verona Island,"Eves, Mark W.",6,37,16.22,Eves
Verona Island,"Mills, Janet T.",12,37,32.43,Mills
Verona Island,"Russell, Diane Marie",1,37,2.7,Russell
Verona Island,"Sweet, Elizabeth A.",8,37,21.62,Sweet
Vienna,"Cote, Adam Roland",19,93,20.43,Cote
Vienna,"Dion, Donna J.",2,93,2.15,Dion_Donna
Vienna,"Eves, Mark W.",14,93,15.05,Eves
Vienna,"Mills, Janet T.",48,93,51.61,Mills
Vienna,"Russell, Diane Marie",2,93,2.15,Russell
Vienna,"Sweet, Elizabeth A.",8,93,8.6,Sweet
Vinalhaven,"Cote, Adam Roland",35,189,18.52,Cote
Vinalhaven,"Dion, Mark N.",6,189,3.17,Dion_Mark
Vinalhaven,"Eves, Mark W.",39,189,20.63,Eves
Vinalhaven,"Mills, Janet T.",71,189,37.57,Mills
Vinalhaven,"Russell, Diane Marie",4,189,2.12,Russell
Vinalhaven,"Sweet, Elizabeth A.",34,189,17.99,Sweet
Wade,"Eves, Mark W.",3,9,33.33,Eves
Wade,"Mills, Janet T.",4,9,44.44,Mills
Wade,"Sweet, Elizabeth A.",2,9,22.22,Sweet
Waite,"Mills, Janet T.",1,3,33.33,Mills
Waite,"Sweet, Elizabeth A.",2,3,66.67,Sweet
Waldo,"Cote, Adam Roland",12,67,17.91,Cote
Waldo,"Eves, Mark W.",20,67,29.85,Eves
Waldo,"Mills, Janet T.",17,67,25.37,Mills
Waldo,"Sweet, Elizabeth A.",18,67,26.87,Sweet
Waldoboro,"Cote, Adam Roland",103,395,26.08,Cote
Waldoboro,"Dion, Donna J.",1,395,0.25,Dion_Donna
Waldoboro,"Dion, Mark N.",21,395,5.32,Dion_Mark
Waldoboro,"Eves, Mark W.",56,395,14.18,Eves
Waldoboro,"Mills, Janet T.",123,395,31.14,Mills
Waldoboro,"Russell, Diane Marie",7,395,1.77,Russell
Waldoboro,"Sweet, Elizabeth A.",84,395,21.27,Sweet
Wales,"Cote, Adam Roland",17,64,26.56,Cote
Wales,"Dion, Donna J.",1,64,1.56,Dion_Donna
Wales,"Dion, Mark N.",5,64,7.81,Dion_Mark
Wales,"Eves, Mark W.",6,64,9.38,Eves
Wales,"Mills, Janet T.",26,64,40.62,Mills
Wales,"Russell, Diane Marie",1,64,1.56,Russell
Wales,"Sweet, Elizabeth A.",8,64,12.5,Sweet
Wallagrass,"Cote, Adam Roland",19,76,25.0,Cote
Wallagrass,"Dion, Donna J.",2,76,2.63,Dion_Donna
Wallagrass,"Dion, Mark N.",2,76,2.63,Dion_Mark
Wallagrass,"Eves, Mark W.",8,76,10.53,Eves
Wallagrass,"Mills, Janet T.",33,76,43.42,Mills
Wallagrass,"Sweet, Elizabeth A.",12,76,15.79,Sweet
Waltham,"Cote, Adam Roland",3,11,27.27,Cote
Waltham,"Dion, Donna J.",1,11,9.09,Dion_Donna
Waltham,"Eves, Mark W.",1,11,9.09,Eves
Waltham,"Mills, Janet T.",3,11,27.27,Mills
Waltham,"Sweet, Elizabeth A.",3,11,27.27,Sweet
Warren,"Cote, Adam Roland",37,215,17.21,Cote
Warren,"Dion, Donna J.",1,215,0.47,Dion_Donna
Warren,"Dion, Mark N.",4,215,1.86,Dion_Mark
Warren,"Eves, Mark W.",48,215,22.33,Eves
Warren,"Mills, Janet T.",74,215,34.42,Mills
Warren,"Russell, Diane Marie",7,215,3.26,Russell
Warren,"Sweet, Elizabeth A.",44,215,20.47,Sweet
Washburn,"Cote, Adam Roland",25,68,36.76,Cote
Washburn,"Dion, Donna J.",2,68,2.94,Dion_Donna
Washburn,"Dion, Mark N.",1,68,1.47,Dion_Mark
Washburn,"Eves, Mark W.",7,68,10.29,Eves
Washburn,"Mills, Janet T.",22,68,32.35,Mills
Washburn,"Russell, Diane Marie",1,68,1.47,Russell
Washburn,"Sweet, Elizabeth A.",10,68,14.71,Sweet
Washington,"Cote, Adam Roland",22,126,17.46,Cote
Washington,"Dion, Mark N.",3,126,2.38,Dion_Mark
Washington,"Eves, Mark W.",25,126,19.84,Eves
Washington,"Mills, Janet T.",47,126,37.3,Mills
Washington,"Russell, Diane Marie",1,126,0.79,Russell
Washington,"Sweet, Elizabeth A.",28,126,22.22,Sweet
Washington TWP,"Mills, Janet T.",1,1,100.0,Mills
Waterboro,"Cote, Adam Roland",149,395,37.72,Cote
Waterboro,"Dion, Donna J.",10,395,2.53,Dion_Donna
Waterboro,"Dion, Mark N.",18,395,4.56,Dion_Mark
Waterboro,"Eves, Mark W.",46,395,11.65,Eves
Waterboro,"Mills, Janet T.",115,395,29.11,Mills
Waterboro,"Russell, Diane Marie",12,395,3.04,Russell
Waterboro,"Sweet, Elizabeth A.",45,395,11.39,Sweet
Waterford,"Cote, Adam Roland",27,131,20.61,Cote
Waterford,"Dion, Donna J.",2,131,1.53,Dion_Donna
Waterford,"Dion, Mark N.",1,131,0.76,Dion_Mark
Waterford,"Eves, Mark W.",15,131,11.45,Eves
Waterford,"Mills, Janet T.",48,131,36.64,Mills
Waterford,"Russell, Diane Marie",8,131,6.11,Russell
Waterford,"Sweet, Elizabeth A.",30,131,22.9,Sweet
Waterville,"Cote, Adam Roland",492,1574,31.26,Cote
Waterville,"Dion, Donna J.",13,1574,0.83,Dion_Donna
Waterville,"Dion, Mark N.",56,1574,3.56,Dion_Mark
Waterville,"Eves, Mark W.",152,1574,9.66,Eves
Waterville,"Mills, Janet T.",596,1574,37.87,Mills
Waterville,"Russell, Diane Marie",30,1574,1.91,Russell
Waterville,"Sweet, Elizabeth A.",235,1574,14.93,Sweet
Wayne,"Cote, Adam Roland",35,210,16.67,Cote
Wayne,"Dion, Donna J.",1,210,0.48,Dion_Donna
Wayne,"Dion, Mark N.",16,210,7.62,Dion_Mark
Wayne,"Eves, Mark W.",21,210,10.0,Eves
Wayne,"Mills, Janet T.",93,210,44.29,Mills
Wayne,"Russell, Diane Marie",4,210,1.9,Russell
Wayne,"Sweet, Elizabeth A.",40,210,19.05,Sweet
Webster Plt,"Cote, Adam Roland",1,3,33.33,Cote
Webster Plt,"Dion, Mark N.",1,3,33.33,Dion_Mark
Webster Plt,"Sweet, Elizabeth A.",1,3,33.33,Sweet
Weld,"Cote, Adam Roland",4,52,7.69,Cote
Weld,"Dion, Mark N.",1,52,1.92,Dion_Mark
Weld,"Eves, Mark W.",2,52,3.85,Eves
Weld,"Mills, Janet T.",36,52,69.23,Mills
Weld,"Russell, Diane Marie",2,52,3.85,Russell
Weld,"Sweet, Elizabeth A.",7,52,13.46,Sweet
Wellington,"Cote, Adam Roland",4,24,16.67,Cote
Wellington,"Dion, Mark N.",2,24,8.33,Dion_Mark
Wellington,"Eves, Mark W.",1,24,4.17,Eves
Wellington,"Mills, Janet T.",11,24,45.83,Mills
Wellington,"Russell, Diane Marie",1,24,4.17,Russell
Wellington,"Sweet, Elizabeth A.",5,24,20.83,Sweet
Wells,"Cote, Adam Roland",301,933,32.26,Cote
Wells,"Dion, Donna J.",13,933,1.39,Dion_Donna
Wells,"Dion, Mark N.",20,933,2.14,Dion_Mark
Wells,"Eves, Mark W.",166,933,17.79,Eves
Wells,"Mills, Janet T.",255,933,27.33,Mills
Wells,"Russell, Diane Marie",23,933,2.47,Russell
Wells,"Sweet, Elizabeth A.",155,933,16.61,Sweet
Wesley,"Cote, Adam Roland",2,5,40.0,Cote
Wesley,"Mills, Janet T.",3,5,60.0,Mills
West Bath,"Cote, Adam Roland",54,230,23.48,Cote
West Bath,"Dion, Donna J.",1,230,0.43,Dion_Donna
West Bath,"Dion, Mark N.",4,230,1.74,Dion_Mark
West Bath,"Eves, Mark W.",46,230,20.0,Eves
West Bath,"Mills, Janet T.",86,230,37.39,Mills
West Bath,"Russell, Diane Marie",2,230,0.87,Russell
West Bath,"Sweet, Elizabeth A.",37,230,16.09,Sweet
West Forks Plt,"Eves, Mark W.",1,8,12.5,Eves
West Forks Plt,"Mills, Janet T.",7,8,87.5,Mills
West Gardiner,"Cote, Adam Roland",70,273,25.64,Cote
West Gardiner,"Dion, Donna J.",3,273,1.1,Dion_Donna
West Gardiner,"Dion, Mark N.",17,273,6.23,Dion_Mark
West Gardiner,"Eves, Mark W.",30,273,10.99,Eves
West Gardiner,"Mills, Janet T.",106,273,38.83,Mills
West Gardiner,"Russell, Diane Marie",3,273,1.1,Russell
West Gardiner,"Sweet, Elizabeth A.",44,273,16.12,Sweet
West Paris,"Cote, Adam Roland",15,105,14.29,Cote
West Paris,"Dion, Donna J.",2,105,1.9,Dion_Donna
West Paris,"Dion, Mark N.",11,105,10.48,Dion_Mark
West Paris,"Eves, Mark W.",12,105,11.43,Eves
West Paris,"Mills, Janet T.",50,105,47.62,Mills
West Paris,"Russell, Diane Marie",7,105,6.67,Russell
West Paris,"Sweet, Elizabeth A.",8,105,7.62,Sweet
Westbrook,"Cote, Adam Roland",445,1770,25.14,Cote
Westbrook,"Dion, Donna J.",28,1770,1.58,Dion_Donna
Westbrook,"Dion, Mark N.",174,1770,9.83,Dion_Mark
Westbrook,"Eves, Mark W.",273,1770,15.42,Eves
Westbrook,"Mills, Janet T.",526,1770,29.72,Mills
Westbrook,"Russell, Diane Marie",46,1770,2.6,Russell
Westbrook,"Sweet, Elizabeth A.",278,1770,15.71,Sweet
Westfield,"Cote, Adam Roland",8,19,42.11,Cote
Westfield,"Dion, Donna J.",1,19,5.26,Dion_Donna
Westfield,"Dion, Mark N.",1,19,5.26,Dion_Mark
Westfield,"Eves, Mark W.",3,19,15.79,Eves
Westfield,"Mills, Janet T.",3,19,15.79,Mills
Westfield,"Sweet, Elizabeth A.",3,19,15.79,Sweet
Westmanland,"Mills, Janet T.",2,2,100.0,Mills
Weston,"Cote, Adam Roland",3,18,16.67,Cote
Weston,"Eves, Mark W.",1,18,5.56,Eves
Weston,"Mills, Janet T.",8,18,44.44,Mills
Weston,"Sweet, Elizabeth A.",6,18,33.33,Sweet
Westport Island,"Cote, Adam Roland",17,104,16.35,Cote
Westport Island,"Dion, Mark N.",11,104,10.58,Dion_Mark
Westport Island,"Eves, Mark W.",17,104,16.35,Eves
Westport Island,"Mills, Janet T.",27,104,25.96,Mills
Westport Island,"Russell, Diane Marie",1,104,0.96,Russell
Westport Island,"Sweet, Elizabeth A.",31,104,29.81,Sweet
Whitefield,"Cote, Adam Roland",69,267,25.84,Cote
Whitefield,"Dion, Donna J.",2,267,0.75,Dion_Donna
Whitefield,"Dion, Mark N.",7,267,2.62,Dion_Mark
Whitefield,"Eves, Mark W.",28,267,10.49,Eves
Whitefield,"Mills, Janet T.",87,267,32.58,Mills
Whitefield,"Russell, Diane Marie",6,267,2.25,Russell
Whitefield,"Sweet, Elizabeth A.",68,267,25.47,Sweet
Whiting,"Cote, Adam Roland",11,67,16.42,Cote
Whiting,"Dion, Mark N.",3,67,4.48,Dion_Mark
Whiting,"Eves, Mark W.",5,67,7.46,Eves
Whiting,"Mills, Janet T.",34,67,50.75,Mills
Whiting,"Russell, Diane Marie",1,67,1.49,Russell
Whiting,"Sweet, Elizabeth A.",13,67,19.4,Sweet
Whitneyville,"Cote, Adam Roland",2,13,15.38,Cote
Whitneyville,"Dion, Donna J.",1,13,7.69,Dion_Donna
Whitneyville,"Eves, Mark W.",2,13,15.38,Eves
Whitneyville,"Mills, Janet T.",5,13,38.46,Mills
Whitneyville,"Sweet, Elizabeth A.",3,13,23.08,Sweet
Willimantic,"Cote, Adam Roland",4,10,40.0,Cote
Willimantic,"Mills, Janet T.",3,10,30.0,Mills
Willimantic,"Sweet, Elizabeth A.",3,10,30.0,Sweet
Wilton,"Cote, Adam Roland",43,311,13.83,Cote
Wilton,"Dion, Mark N.",8,311,2.57,Dion_Mark
Wilton,"Eves, Mark W.",9,311,2.89,Eves
Wilton,"Mills, Janet T.",216,311,69.45,Mills
Wilton,"Russell, Diane Marie",6,311,1.93,Russell
Wilton,"Sweet, Elizabeth A.",29,311,9.32,Sweet
Windham,"Cote, Adam Roland",338,1157,29.21,Cote
Windham,"Dion, Donna J.",10,1157,0.86,Dion_Donna
Windham,"Dion, Mark N.",99,1157,8.56,Dion_Mark
Windham,"Eves, Mark W.",137,1157,11.84,Eves
Windham,"Mills, Janet T.",364,1157,31.46,Mills
Windham,"Russell, Diane Marie",26,1157,2.25,Russell
Windham,"Sweet, Elizabeth A.",183,1157,15.82,Sweet
Windsor,"Cote, Adam Roland",37,131,28.24,Cote
Windsor,"Dion, Donna J.",1,131,0.76,Dion_Donna
Windsor,"Dion, Mark N.",2,131,1.53,Dion_Mark
Windsor,"Eves, Mark W.",14,131,10.69,Eves
Windsor,"Mills, Janet T.",55,131,41.98,Mills
Windsor,"Russell, Diane Marie",2,131,1.53,Russell
Windsor,"Sweet, Elizabeth A.",20,131,15.27,Sweet
Winn,"Cote, Adam Roland",4,19,21.05,Cote
Winn,"Eves, Mark W.",1,19,5.26,Eves
Winn,"Mills, Janet T.",11,19,57.89,Mills
Winn,"Russell, Diane Marie",1,19,5.26,Russell
Winn,"Sweet, Elizabeth A.",2,19,10.53,Sweet
Winslow,"Cote, Adam Roland",220,753,29.22,Cote
Winslow,"Dion, Donna J.",6,753,0.8,Dion_Donna
Winslow,"Dion, Mark N.",32,753,4.25,Dion_Mark
Winslow,"Eves, Mark W.",62,753,8.23,Eves
Winslow,"Mills, Janet T.",323,753,42.9,Mills
Winslow,"Russell, Diane Marie",13,753,1.73,Russell
Winslow,"Sweet, Elizabeth A.",97,753,12.88,Sweet
Winter Harbor,"Cote, Adam Roland",10,49,20.41,Cote
Winter Harbor,"Dion, Mark N.",2,49,4.08,Dion_Mark
Winter Harbor,"Eves, Mark W.",11,49,22.45,Eves
Winter Harbor,"Mills, Janet T.",15,49,30.61,Mills
Winter Harbor,"Sweet, Elizabeth A.",11,49,22.45,Sweet
Winterport,"Cote, Adam Roland",63,294,21.43,Cote
Winterport,"Dion, Donna J.",3,294,1.02,Dion_Donna
Winterport,"Dion, Mark N.",7,294,2.38,Dion_Mark
Winterport,"Eves, Mark W.",58,294,19.73,Eves
Winterport,"Mills, Janet T.",118,294,40.14,Mills
Winterport,"Russell, Diane Marie",2,294,0.68,Russell
Winterport,"Sweet, Elizabeth A.",43,294,14.63,Sweet
Winterville Plt,"Cote, Adam Roland",3,17,17.65,Cote
Winterville Plt,"Eves, Mark W.",5,17,29.41,Eves
Winterville Plt,"Mills, Janet T.",6,17,35.29,Mills
Winterville Plt,"Sweet, Elizabeth A.",3,17,17.65,Sweet
Winthrop,"Cote, Adam Roland",196,649,30.2,Cote
Winthrop,"Dion, Donna J.",1,649,0.15,Dion_Donna
Winthrop,"Dion, Mark N.",16,649,2.47,Dion_Mark
Winthrop,"Eves, Mark W.",52,649,8.01,Eves
Winthrop,"Mills, Janet T.",230,649,35.44,Mills
Winthrop,"Russell, Diane Marie",12,649,1.85,Russell
Winthrop,"Sweet, Elizabeth A.",142,649,21.88,Sweet
Wiscasset,"Cote, Adam Roland",56,281,19.93,Cote
Wiscasset,"Dion, Donna J.",3,281,1.07,Dion_Donna
Wiscasset,"Dion, Mark N.",13,281,4.63,Dion_Mark
Wiscasset,"Eves, Mark W.",33,281,11.74,Eves
Wiscasset,"Mills, Janet T.",100,281,35.59,Mills
Wiscasset,"Russell, Diane Marie",9,281,3.2,Russell
Wiscasset,"Sweet, Elizabeth A.",67,281,23.84,Sweet
Woodland,"Cote, Adam Roland",19,56,33.93,Cote
Woodland,"Dion, Donna J.",1,56,1.79,Dion_Donna
Woodland,"Eves, Mark W.",3,56,5.36,Eves
Woodland,"Mills, Janet T.",28,56,50.0,Mills
Woodland,"Sweet, Elizabeth A.",5,56,8.93,Sweet
Woodstock,"Cote, Adam Roland",14,89,15.73,Cote
Woodstock,"Dion, Mark N.",4,89,4.49,Dion_Mark
Woodstock,"Eves, Mark W.",9,89,10.11,Eves
Woodstock,"Mills, Janet T.",38,89,42.7,Mills
Woodstock,"Russell, Diane Marie",7,89,7.87,Russell
Woodstock,"Sweet, Elizabeth A.",17,89,19.1,Sweet
Woodville,"Cote, Adam Roland",6,13,46.15,Cote
Woodville,"Eves, Mark W.",1,13,7.69,Eves
Woodville,"Mills, Janet T.",5,13,38.46,Mills
Woodville,"Sweet, Elizabeth A.",1,13,7.69,Sweet
Woolwich,"Cote, Adam Roland",111,326,34.05,Cote
Woolwich,"Dion, Donna J.",2,326,0.61,Dion_Donna
Woolwich,"Dion, Mark N.",19,326,5.83,Dion_Mark
Woolwich,"Eves, Mark W.",46,326,14.11,Eves
Woolwich,"Mills, Janet T.",101,326,30.98,Mills
Woolwich,"Russell, Diane Marie",9,326,2.76,Russell
Woolwich,"Sweet, Elizabeth A.",38,326,11.66,Sweet
Wyman Twp,"Mills, Janet T.",4,5,80.0,Mills
Wyman Twp,"Sweet, Elizabeth A.",1,5,20.0,Sweet
Yarmouth,"Cote, Adam Roland",739,1632,45.28,Cote
Yarmouth,"Dion, Donna J.",15,1632,0.92,Dion_Donna
Yarmouth,"Dion, Mark N.",56,1632,3.43,Dion_Mark
Yarmouth,"Eves, Mark W.",186,1632,11.4,Eves
Yarmouth,"Mills, Janet T.",427,1632,26.16,Mills
Yarmouth,"Russell, Diane Marie",17,1632,1.04,Russell
Yarmouth,"Sweet, Elizabeth A.",192,1632,11.76,Sweet
York,"Cote, Adam Roland",319,1357,23.51,Cote
York,"Dion, Donna J.",11,1357,0.81,Dion_Donna
York,"Dion, Mark N.",14,1357,1.03,Dion_Mark
York,"Eves, Mark W.",463,1357,34.12,Eves
York,"Mills, Janet T.",355,1357,26.16,Mills
York,"Russell, Diane Marie",38,1357,2.8,Russell
York,"Sweet, Elizabeth A.",157,1357,11.57,Sweet
